t,r
0.0,59772.18359
10.01999998,59915.07031
20.01999998,59648.26953
30.01999998,60086.52344
40.01999998,60583.1875
50.03999996,60599.60156
60.05000019,61064.11719
70.08000016,61283.58594
80.11000013,61579.96484
90.11000013,61392.91406
100.1200001,61755.34766
110.1400001,61852.70703
120.1500001,62238.14453
130.14000009999998,62105.75
140.1500001,62848.85547
150.1800001,62558.390620000006
160.17000009999998,62546.46094
170.1800001,63006.953120000006
180.21,63280.765620000006
190.23,63652.96484
200.22,63456.78125
210.25,63003.44922
220.26,62896.44531
230.26,63294.66797
240.27,63311.83594
250.27,63753.91406
260.27,63308.23828
270.28,63642.125
280.3000002,64014.64453
290.3100002,64104.484379999994
300.3200002,64181.63672
310.3200002,63976.18359
320.34000019999996,63652.96484
330.3300002,64218.16016
340.3300002,63934.94141
350.36000010000004,64454.609379999994
360.36000010000004,64810.76953
370.3900001,64529.26172
380.3900001,64936.90234
390.4000001,64882.48047
400.4100001,65214.0
410.4400001,65405.796879999994
420.4400001,65010.22266
430.45,65353.19141
440.46,64943.640620000006
450.46,65224.49609
460.48,64560.05469
470.5,65429.04297
480.52,64927.33203
490.54,64942.14453
500.54,65492.86719
510.55000020000006,65181.515620000006
520.5600002,65567.125
530.5700002,65550.51562
540.5800002000001,64896.08984
550.6000001,64913.69531
560.6000001,65280.5625
570.6100001,65766.99219
580.6200001,65741.34375
590.6300001,65903.08594
600.6500001,65674.74219
610.6400001000001,65621.35938
620.6900001,65628.0625
630.6800001,65989.42969
640.6900001,66131.99219
650.7,65917.6875
660.7,65974.75781
670.71,66049.0625
680.75,66295.64844
690.75,66465.75781
700.77,66153.48438
710.76,66773.39062
720.79,66032.20312
730.8100002,66171.42188
740.8100002,66148.32812
750.8400002000001,66196.54688
760.8200002,66489.5
770.8300002000001,66623.5625
780.8700001,66899.92188
790.8900001000001,66573.07812
800.8900001000001,66898.23438
810.8900001000001,66758.39062
820.8800001,66715.14844
830.9100001,66834.875
840.9300001,66882.64062
850.9300001,66672.92969
860.96,67019.51562
870.95,67045.10938
880.98,67827.60938
890.99,67070.82031
901.0,66668.41406
911.0,67810.46875
921.0,67257.58594
931.01,66990.60156
941.02,67281.65625
951.02,67411.60156
961.04,67259.86719
971.04,67350.21094
981.0600002,66909.75781
991.0800002000001,67148.625
1001.1,66921.28906
1011.12,67261.90625
1021.12,67251.75781
1031.13,66940.28906
1041.16,67546.40625
1051.16,67030.26562
1061.19,67792.07812
1071.2,67254.80469
1081.22,66946.05469
1091.22,67399.17188
1101.23,67412.3125
1111.25,67965.94531
1121.27,68048.71875
1131.29,67235.04688
1141.29,67668.63281
1151.31,67828.22656
1161.34,67911.27344
1171.35,67599.96875
1181.37,67999.92188
1191.4,68097.54688
1201.4,67910.6875
1211.43,68210.60156
1221.42,67677.14844
1231.44,67786.78125
1241.46,67574.42188
1251.48,68107.30469
1261.49,68245.53125
1271.49,67946.35156
1281.5,68416.21875
1291.52,68100.23438
1301.51,67900.60156
1311.55,67994.53906
1321.55,68138.8125
1331.55,68347.64844
1341.56,67250.24219
1351.59,68257.01562
1361.6,68148.61719
1371.62,67776.21094
1381.62,68192.10938
1391.64,68239.53125
1401.65,68461.23438
1411.66,69022.00781
1421.68,68173.09375
1431.68,68648.5625
1441.71,68316.58594
1451.73,67757.21094
1461.73,68113.82812
1471.73,68239.53125
1481.76,68241.05469
1491.78,68516.50781
1501.78,67970.14844
1511.8,68010.69531
1521.82,68204.61719
1531.82,67964.78125
1541.86,68113.27344
1551.87,68037.9375
1561.9,67296.89844
1571.9,67874.44531
1581.91,67338.52344
1591.91,68137.19531
1601.93,67787.41406
1611.96,68402.77344
1621.95,68077.4375
1631.96,68594.35156
1641.97,67698.13281
1651.98,68347.64062
1661.99,67851.94531
1672.01,67467.32031
1682.02,68395.33594
1692.01,67683.03906
1702.03,68034.55469
1712.05,68390.25781
1722.06,68396.75
1732.08,67853.16406
1742.11,68612.13281
1752.13,68400.88281
1762.14,67840.07812
1772.16,67864.40625
1782.16,68250.5
1792.18,67828.85156
1802.19,67656.85156
1812.21,67773.05469
1822.23,67833.53906
1832.25,67779.60156
1842.28,68400.89062
1852.29,68385.1875
1862.31,68541.57031
1872.31,68480.71094
1882.33,68898.82812
1892.33,69016.1875
1902.35,68869.66406
1912.38,68582.64844
1922.38,69310.88281
1932.4,69454.17188
1942.42,69596.71094
1952.42,69734.85938
1962.44,69091.01562
1972.45,69386.96875
1982.46,69429.74219
1992.47,68857.80469
2002.5,69096.29688
2012.51,69441.74219
2022.53,69385.46875
2032.55,69057.94531
2042.54,69280.89844
2052.59,68358.25
2062.6,69028.75781
2072.62,68716.99219
2082.62,68906.65625
2092.64,69281.14844
2102.65,68733.70312
2112.67,68931.09375
2122.68,69063.1875
2132.68,69305.85938
2142.68,69709.54688
2152.7,69404.71094
2162.72,69584.71094
2172.72,69337.00781
2182.72,69077.57031
2192.74,69077.5625
2202.77,69835.20312
2212.79,68777.84375
2222.78,69535.375
2232.8,68966.83594
2242.81,69466.98438
2252.82,69435.53906
2262.84,69584.71094
2272.83,69685.32031
2282.86,69535.03125
2292.88,69979.96094
2302.89,70017.91406
2312.89,69354.67969
2322.9,69170.10938
2332.91,69033.36719
2342.91,69274.47656
2352.93,69065.57031
2362.94,69280.41406
2372.93,69126.75
2382.95,69447.36719
2392.97,69021.69531
2402.98,69503.71875
2412.99,70099.92188
2423.01,69697.30469
2433.02,69803.91406
2443.05,69685.0625
2453.07,69355.35938
2463.08,70277.58594
2473.09,69647.57812
2483.09,69885.32031
2493.09,70112.64844
2503.1,69998.88281
2513.12,70093.72656
2523.13,69460.38281
2533.15,69416.71094
2543.15,69404.51562
2553.18,70411.21094
2563.21,69641.46875
2573.21,70322.11719
2583.23,69885.5625
2593.24,69803.60156
2603.23,69822.54688
2613.25,70347.61719
2623.27,70150.65625
2633.27,70500.60938
2643.29,70062.07031
2653.32,70417.78125
2663.32,70417.52344
2673.36,70526.39062
2683.37,70725.71094
2693.38,70558.50781
2703.4,69760.02344
2713.4,70156.96875
2723.42,69797.42969
2733.42,70239.47656
2743.44,70398.75
2753.46,70609.94531
2763.46,69610.14062
2773.48,70252.14844
2783.48,70366.85156
2793.51,70673.94531
2803.51,70584.15625
2813.54,70360.42969
2823.55,70245.86719
2833.56,70571.33594
2843.57,70726.00781
2853.56,71048.80469
2863.59,70738.74219
2873.6,70526.47656
2883.61,70796.64062
2893.63,70252.17188
2903.62,69860.42188
2913.64,70036.88281
2923.67,70828.75781
2933.67,70207.74219
2943.67,70732.44531
2953.7,70738.29688
2963.71,71113.58594
2973.72,70680.24219
2983.74,70577.75
2993.74,70500.88281
3003.75,69898.21875
3013.75,70526.48438
3023.78,70977.40625
3033.77,70770.83594
3043.81,70719.5625
3053.83,70739.20312
3063.83,70328.63281
3073.86,71017.48438
3083.86,71415.54688
3093.88,70745.35156
3103.87,70449.64844
3113.9,70315.85156
3123.92,70848.13281
3133.94,70712.53906
3143.93,70591.03125
3153.94,70848.5
3163.95,71270.70312
3173.97,71271.00781
3183.99,70770.03125
3194.01,71120.86719
3204.02,70874.19531
3214.04,71140.41406
3224.04,71036.28906
3234.06,71244.26562
3244.07,71633.40625
3254.08,71850.89844
3264.09,71172.46875
3274.1,71487.17188
3284.12,71166.76562
3294.14,71271.60156
3304.17,71653.67969
3314.17,71705.79688
3324.17,71043.97656
3334.21,71401.74219
3344.21,71758.39062
3354.22,71185.51562
3364.23,71036.28906
3374.25,71369.58594
3384.26,71023.04688
3394.29,71467.4375
3404.29,70835.92969
3414.31,71698.76562
3424.31,71140.67188
3434.31,71599.99219
3444.32,71263.86719
3454.32,71323.07031
3464.32,71494.47656
3474.35,70977.625
3484.35,71453.94531
3494.38,71746.4375
3504.39,70970.92188
3514.41,71441.83594
3524.41,71323.69531
3534.43,71276.9375
3544.44,71192.3125
3554.45,70957.74219
3564.47,72011.28125
3574.48,71899.83594
3584.49,71565.82812
3594.49,71217.85156
3604.52,71743.83594
3614.53,71375.17188
3624.55,71804.39062
3634.54,71303.42969
3644.56,71369.91406
3654.59,71159.96875
3664.57,71310.28125
3674.59,71062.52344
3684.61,71100.8125
3694.61,70609.59375
3704.62,70699.8125
3714.65,71198.27344
3724.66,71152.65625
3734.67,71309.34375
3744.66,70821.94531
3754.69,71467.09375
3764.7,71290.32812
3774.72,71271.30469
3784.73,71665.26562
3794.75,71539.46875
3804.74,71778.29688
3814.75,71579.79688
3824.78,71368.60938
3834.79,71146.67188
3844.78,71290.32812
3854.8,71751.32812
3864.8,71153.1875
3874.82,71133.625
3884.83,71355.5
3894.82,71179.26562
3904.85,71139.89062
3914.85,71513.875
3924.87,71936.90625
3934.9,71139.89062
3944.91,71500.70312
3954.9,71909.79688
3964.91,71434.57812
3974.94,71699.17969
3984.95,70984.11719
3994.96,71626.41406
4004.95,71579.40625
4014.97,71257.92188
4024.99,71736.78125
4034.99,71902.1875
4045.01,71856.60938
4055.03,71369.25781
4065.05,71663.63281
4075.06,71864.65625
4085.06,71295.95312
4095.08,71328.34375
4105.09,71455.33594
4115.1,71068.53906
4125.09,71817.67969
4135.11,71745.55469
4145.13,71791.11719
4155.14,71944.0625
4165.15,71837.60156
4175.16,71698.33594
4185.16,71256.74219
4195.17,71964.5625
4205.16,71341.75781
4215.19,71664.4375
4225.2,71520.82812
4235.22,71440.80469
4245.23,71186.61719
4255.23,70687.21875
4265.25,71179.54688
4275.26,71572.03125
4285.26,71599.59375
4295.29,71612.00781
4305.31,71605.41406
4315.33,71632.625
4325.33,71546.4375
4335.34,71766.35156
4345.36,71460.85156
4355.37,71349.59375
4365.37,71402.74219
4375.39,71049.03906
4385.4,71665.67188
4395.41,71499.23438
4405.4,71645.4375
4415.43,71309.96094
4425.43,71223.8125
4435.45,71290.9375
4445.46,70965.51562
4455.47,71277.54688
4465.48,71120.60156
4475.49,71844.24219
4485.48,71718.20312
4495.5,71765.03125
4505.5,71751.32812
4515.52,71492.66406
4525.54,72083.75781
4535.54,71817.22656
4545.58,71396.52344
4555.57,71395.17969
4565.6,71671.46094
4575.62,71832.32812
4585.63,71751.32812
4595.64,71658.24219
4605.65,71924.07812
4615.65,72132.22656
4625.68,71930.25
4635.67,72690.75
4645.68,72528.54688
4655.7,71284.6875
4665.69,71871.3125
4675.72,71810.58594
4685.73,71971.71875
4695.77,72156.84375
4705.76,71712.00781
4715.78,71133.10938
4725.78,72157.95312
4735.78,71670.23438
4745.81,71858.46875
4755.84,71818.57812
4765.86,71547.5625
4775.86,71644.625
4785.88,72076.53906
4795.9,71296.57031
4805.93,71599.20312
4815.94,72105.42188
4825.94,71817.67188
4835.95,72245.77344
4845.96,72045.71094
4855.97,72225.03906
4865.98,72165.76562
4875.98,72420.96875
4886.02,72284.96094
4896.01,71896.01562
4906.03,72218.32812
4916.04,72245.77344
4926.05,72044.15625
4936.07,71930.74219
4946.08,72986.74219
4956.1,72306.32031
4966.11,72554.3125
4976.13,71771.65625
4986.15,72325.33594
4996.16,72319.79688
5006.17,71991.24219
5016.16,72271.50781
5026.17,73273.48438
5036.18,71858.46875
5046.19,72305.14062
5056.2,72097.65625
5066.23,72232.33594
5076.22,72162.44531
5086.25,72003.57812
5096.25,71965.05469
5106.26,72327.11719
5116.28,72365.75
5126.32,72523.72656
5136.34,72371.88281
5146.35,72923.5
5156.36,72481.8125
5166.4,72273.25
5176.4,72393.95312
