t,r
0.0,44085.49219
10.0,44080.22656
20.0,44165.10547
30.0,44270.77734
40.01999998,44223.51562
50.03000021,44210.45703
60.05000019,44160.67188
70.07000017,44129.78516
80.09000015,44296.01172
90.10000014,44260.01172
100.10000009999999,44316.85547
110.13000009999999,44355.44141
120.1400001,44305.46875
130.14000009999998,44254.34375
140.1500001,44270.72266
150.1600001,44272.625
160.17000009999998,44190.66406
170.1800001,44276.44141
180.2,44270.71484
190.21,44290.26172
200.22,44399.85547
210.23,44284.58594
220.24,44275.15625
230.24,44261.84766
240.25,44309.27344
250.26,44306.71484
260.27,44323.17188
270.27,44353.55078
280.28000019999996,44315.57812
290.2900002,44389.05078
300.3000002,44404.93359
310.3200002,44423.94141
320.3200002,44367.50781
330.3300002,44407.46875
340.3300002,44354.80078
350.3500001,44583.16797
360.36000010000004,44442.39453
370.3700001,44433.44141
380.3800001,44345.96094
390.4000001,44500.48828
400.4100001,44398.62109
410.42000010000004,44547.63281
420.4400001,44476.17188
430.45,44473.61719
440.4400001,44609.07031
450.46,44534.15625
460.48,44631.43359
470.48,44510.0
480.52,44642.80078
490.52,44582.02734
500.5400002,44495.38281
510.5300002,44713.99219
520.5600002,44702.95703
530.5700002,44654.15625
540.5800002000001,44590.83984
550.6000001,44647.55469
560.6000001,44521.86719
570.6000001,44654.52344
580.6100001,44561.56641
590.6100001,44558.5625
600.6300001,44678.00391
610.6400001000001,44599.94922
620.6700001,44623.01172
630.6600001,44648.28125
640.6800001,44587.85938
650.6900001,44474.13672
660.6900001,44608.35156
670.71,44550.88672
680.73,44731.70312
690.74,44638.01172
700.75,44455.93359
710.76,44770.39062
720.7800002,44552.04297
730.7900002,44744.58984
740.8100002,44736.85547
750.8200002,44619.32422
760.8200002,44795.17578
770.8300002000001,44729.42969
780.8500001,44714.08984
790.8700001,44655.26172
800.8700001,44661.5
810.8700001,44670.67188
820.8800001,44712.17188
830.8900001000001,44712.92188
840.9200001,44650.12109
850.9300001,44631.42969
860.9400001,44574.35547
870.95,44740.19141
880.96,44596.96484
890.97,44691.58984
900.98,44746.10547
910.98,44673.25
920.98,44667.36719
930.99,44622.28906
941.0,44810.94531
951.02,44591.13281
961.02,44718.07031
971.02,44656.36328
981.0500002,44736.85547
991.0600002,44857.53125
1001.08,44761.875
1011.1,44709.60156
1021.1,44644.98828
1031.11,44755.96094
1041.14,44645.36328
1051.16,44529.74219
1061.18,44575.0625
1071.18,44559.71484
1081.2,44600.96094
1091.2,44768.57031
1101.21,44730.62891
1111.25,44729.125
1121.25,44680.22656
1131.27,44796.21875
1141.27,44832.97266
1151.29,44752.32812
1161.32,44730.94922
1171.33,44708.52344
1181.36,44617.47656
1191.38,44936.05859
1201.38,44734.27734
1211.41,44690.50781
1221.41,44816.36328
1231.43,44757.77734
1241.44,44805.77344
1251.46,44697.48047
1261.47,44668.10547
1271.48,44713.67578
1281.5,44592.5625
1291.5,44704.45703
1301.51,44573.91406
1311.53,44723.53125
1321.54,44650.12109
1331.54,44592.26953
1341.56,44574.35156
1351.57,44736.85547
1361.58,44684.62109
1371.6,44787.6875
1381.62,44635.44141
1391.62,44686.84375
1401.64,44662.23438
1411.64,44781.75391
1421.66,44542.05078
1431.66,44772.97656
1441.69,44685.36719
1451.71,44592.5625
1461.71,44758.53906
1471.71,44729.12109
1481.74,44772.19531
1491.76,44690.50781
1501.77,44673.60156
1511.78,44690.50781
1521.8,44729.875
1531.8,44589.28125
1541.84,44553.89844
1551.85,44690.10547
1561.88,44749.75
1571.89,44792.58984
1581.89,44757.94922
1591.91,44739.4375
1601.92,44817.67969
1611.94,44655.98828
1621.93,44964.82422
1631.94,44746.10547
1641.95,44950.16797
1651.96,44905.99609
1661.99,44836.02734
1671.99,44841.76562
1682.0,44865.30469
1691.99,44924.01562
1702.01,44965.64844
1712.03,44951.8125
1722.04,44903.40234
1732.06,44982.22656
1742.09,45105.0
1752.11,44929.21875
1762.13,44857.3125
1772.14,44842.55859
1782.15,44843.57031
1792.16,44911.99609
1802.17,44930.19141
1812.19,44911.19141
1822.22,44851.34375
1832.23,44840.19141
1842.26,44990.03906
1852.28,44880.85547
1862.29,44803.96875
1872.29,44899.01562
1882.31,44904.21094
1892.32,44779.94141
1902.34,44853.93359
1912.36,44866.89453
1922.37,44884.25391
1932.38,44892.04297
1942.4,44871.28906
1952.41,44824.66406
1962.42,44911.99609
1972.43,44694.16797
1982.44,44906.63672
1992.46,44884.25391
2002.48,44862.91406
2012.5,44995.15625
2022.52,44907.44922
2032.53,44907.45312
2042.54,44863.50391
2052.57,44928.40234
2062.58,44913.61719
2072.6,45062.27734
2082.6,44965.64844
2092.62,44973.70312
2102.63,45057.04688
2112.65,44901.60938
2122.66,44927.42969
2132.66,44974.41406
2142.66,44933.60547
2152.68,45060.55859
2162.7,44956.05859
2172.7,44803.19141
2182.71,45030.01562
2192.73,44924.98828
2202.76,44757.19531
2212.77,45019.65625
2222.78,44889.62891
2232.78,44897.23047
2242.79,44907.61328
2252.8,44765.22266
2262.82,44866.89453
2272.83,44847.96094
2282.84,44950.02344
2292.86,45016.11719
2302.87,44924.17969
2312.87,44805.77344
2322.89,45037.85156
2332.89,44974.41406
2342.9,44978.67578
2352.91,45098.89453
2362.92,44823.63281
2372.93,44894.62891
2382.93,44951.80859
2392.95,44948.24609
2402.97,44938.80469
2412.97,44874.67578
2422.99,44907.62109
2433.01,45030.86328
2443.03,44961.26562
2453.05,44970.98828
2463.06,45043.92578
2473.07,44893.82422
2483.08,44874.47656
2493.09,44996.19141
2503.1,45068.35938
2513.1,44918.97656
2523.12,45019.57422
2533.13,44944.14844
2543.13,44905.02344
2553.16,44846.37891
2563.19,44965.77734
2573.19,44970.85938
2583.21,44955.37109
2593.22,44874.07422
2603.21,44941.54297
2613.24,44865.89844
2623.26,44939.90625
2633.27,44857.52344
2643.27,44847.96094
2653.3,44968.37891
2663.32,44891.41016
2673.34,45142.5625
2683.35,44890.42969
2693.36,45004.75
2703.38,44963.17578
2713.38,45038.76953
2723.4,44891.85547
2733.41,45049.21094
2743.42,44934.42188
2753.44,45003.91797
2763.44,44893.02734
2773.46,45000.46875
2783.48,44923.20312
2793.49,44856.52734
2803.49,44873.07422
2813.52,44928.25
2823.53,45027.40625
2833.55,45001.30859
2843.55,44930.03125
2853.55,44895.62109
2863.57,44879.25391
2873.58,44977.96094
2883.59,44818.70703
2893.61,44919.79688
2903.62,44956.31641
2913.64,45036.15234
2923.65,45078.78906
2933.65,45132.95312
2943.67,44950.03125
2953.68,45003.91797
2963.69,44890.43359
2973.7,44917.02734
2983.72,45034.38672
2993.73,45074.45703
3003.73,44951.12109
3013.74,44929.21875
3023.76,45005.58984
3033.77,44924.82422
3043.79,44976.90234
3053.81,45024.01562
3063.82,44787.42188
3073.84,44973.58203
3083.84,44854.51953
3093.86,45112.86328
3103.87,45004.84375
3113.9,44859.32812
3123.9,44948.24609
3133.92,44885.43359
3143.92,45093.65625
3153.92,44922.39062
3163.93,44960.57422
3173.96,44971.10156
3183.98,44898.21484
3193.99,45016.03906
3204.0,44770.66406
3214.02,44949.34375
3224.02,44929.37109
3234.05,44881.85156
3244.06,44994.42188
3254.06,44955.23438
3264.07,44956.05859
3274.08,44991.8125
3284.1,44915.41016
3294.13,44984.82812
3304.15,45030.93359
3314.16,45135.58984
3324.17,44965.65234
3334.19,45040.46484
3344.2,45184.60938
3354.2,45070.07812
3364.21,45032.625
3374.23,45045.63672
3384.26,45009.88281
3394.27,45052.57422
3404.27,45113.73438
3414.29,45226.72266
3424.29,45233.71094
3434.3,45087.51562
3444.3,45101.5
3454.3,45021.25781
3464.32,45050.91406
3474.33,45212.64844
3484.35,45142.58203
3494.36,45072.65625
3504.39,45017.80859
3514.39,44997.76172
3524.39,45089.26562
3534.41,45039.54688
3544.42,45122.46875
3554.45,45040.46484
3564.45,45069.21875
3574.47,44903.40234
3584.47,44919.78906
3594.48,44868.69141
3604.5,45084.02344
3614.52,45030.86328
3624.53,45106.75391
3634.54,45043.13672
3644.54,45168.80078
3654.57,45056.14453
3664.57,44990.04688
3674.59,44957.83984
3684.59,45065.74609
3694.6,45129.45312
3704.62,44977.01562
3714.63,45145.21094
3724.64,45076.20703
3734.65,45056.14453
3744.66,45060.46875
3754.67,45186.39844
3764.68,45087.53906
3774.7,45232.90234
3784.71,45056.14453
3794.73,45072.69531
3804.72,45189.875
3814.74,45052.62109
3824.76,45093.66016
3834.77,45135.58984
3844.77,45088.42969
3854.78,45098.01172
3864.78,45127.71484
3874.8,45115.48047
3884.81,45070.97656
3894.82,45118.97656
3904.83,45113.73438
3914.85,45215.27734
3924.87,44993.49219
3934.89,45129.45312
3944.89,45175.03125
3954.9,45168.80078
3964.91,45060.55859
3974.92,45241.51562
3984.93,45030.93359
3994.94,45160.92578
4004.95,45201.22266
4014.96,45240.60547
4024.97,45249.41406
4034.98,45138.20312
4045.0,45187.24609
4055.01,45214.37891
