t,r
0.0,69736.09375
10.04999995,69960.49219
20.02999997,70192.89844
30.05999994,69723.53125
40.06999993,69686.66406
50.07999992,69773.29688
60.09999989999999,70211.80469
70.1099999,69754.73438
80.1099999,69910.51562
90.1400001,69916.83594
100.1700001,69923.09375
110.1700001,69991.80469
120.1700001,69960.35156
130.2,69941.92188
140.21,69898.10156
150.25,69804.53125
160.25,69935.75
170.26,69680.03906
180.27,69686.38281
190.27,70016.82812
200.26,69991.91406
210.28,70496.46094
220.3,70111.07031
230.3,69723.01562
240.3299999,70167.73438
250.33999989999998,70617.57812
260.3399999,70205.49219
270.3700001,70224.41406
280.3800001,70413.98438
290.3800001,69848.36719
300.3900001,70155.15625
310.4000001,70010.70312
320.4000001,70123.61719
330.42000010000004,69729.75
340.45,69710.82812
350.46,69860.83594
360.47,69979.45312
370.49,69773.0625
380.49,69798.42188
390.52,69798.41406
400.51,70205.5
410.52,69854.49219
420.54,70117.46875
430.55,69910.75781
440.56999989999997,69817.0
450.56999989999997,70180.30469
460.5999999,69891.85156
470.6099999,69798.30469
480.6200001,70477.42188
490.6200001,70167.73438
500.6300001,70123.70312
510.6400001,69785.64062
520.6500001,69785.74219
530.6600001,69910.60156
540.6700001,70174.01562
550.7,70054.63281
560.72,70098.57031
570.72,70155.125
580.75,69823.13281
590.77,70287.50781
600.77,70054.75781
610.79,70167.69531
620.8,70111.08594
630.8299999,70136.3125
640.8499999,70243.35938
650.8599998999999,70249.64844
660.8800001,70312.72656
670.8900001000001,70186.60938
680.9000001,69810.66406
690.9100001,70287.46094
700.9200001,70136.24219
710.9300001,70274.88281
720.9400001,70180.29688
730.96,69960.6875
740.98,70243.3125
751.0,70439.28125
761.01,70211.79688
771.03,70035.82812
781.03,70796.25781
791.05,70117.41406
801.05,70130.00781
811.0599999,70092.24219
821.0799999,70376.17188
831.0799999,70528.15625
841.0999999,70331.67969
851.1099998999999,69985.42188
861.1099998999999,70452.03125
871.1200001,70262.25781
881.1500001,70161.41406
891.1600001,70255.90625
901.1500001,70312.78125
911.1800001,70249.65625
921.1900001,70054.52344
931.2,70420.28125
941.21,70237.03906
951.22,70274.92188
961.26,70098.57031
971.25,70016.875
981.27,69574.48438
991.28,70111.1875
1001.31,69966.9375
1011.32,69941.85938
1021.32,70224.39062
1031.33,70041.97656
1041.36,70111.08594
1051.36,70085.92188
1061.39,70111.17969
1071.4,70306.51562
1081.42,70060.91406
1091.44,70319.125
1101.45,70041.97656
1111.48,70048.32812
1121.5,69848.26562
1131.52,70029.55469
1141.55,70211.80469
1151.56,70306.42969
1161.56,70319.10156
1171.58,69935.53125
1181.6,70325.49219
1191.61,70496.54688
1201.63,70312.74219
1211.65,70274.92188
1221.67,70388.60938
1231.68,70129.95312
1241.69,69873.125
1251.72,70224.39844
1261.73,70395.09375
1271.73,70142.55469
1281.75,70136.19531
1291.76,70161.44531
1301.77,70092.28906
1311.8,69941.85938
1321.8,70117.39844
1331.81,69998.07031
1341.83,69966.75781
1351.82,69966.625
1361.84,70237.02344
1371.87,70319.13281
