t,r
0.0,24542.79102
10.03999996,24582.14258
20.03999996,24562.62109
30.03999996,24596.44531
40.05999994,24565.75781
50.07999992,24523.99219
60.09000015,24564.71094
70.10000014,24580.04102
80.12000012,24557.05273
90.13000011,24563.66602
100.1700001,24513.26562
110.1500001,24627.20898
120.1700001,24609.69336
130.1900001,24620.57617
140.21,24602.00977
150.24,24625.07422
160.23,24573.42188
170.26,24609.69336
180.27,24605.18945
190.26,24596.44531
200.27,24609.69336
210.27,24627.20898
220.3,24633.8418
230.30999989999998,24587.71289
240.31999989999997,24619.51172
250.3400002,24696.71289
260.34000019999996,24633.8418
270.3500001,24582.14258
280.3700001,24605.18945
290.3700001,24582.14258
300.3900001,24648.18359
310.3800001,24607.57422
320.4000001,24580.04102
330.42000010000004,24611.81641
340.43000010000003,24605.18945
350.46,24619.51172
360.46,24611.81641
370.48,24618.44727
380.49,24688.9707
390.51,24632.77344
400.51,24603.07031
410.51,24568.89844
420.53,24649.25977
430.55,24661.45312
440.5599999,24656.97266
450.56999989999997,24688.9707
460.6000001,24706.72852
470.5900002,24594.33203
480.6200001,24642.62109
490.61000010000004,24685.58789
500.6200001,24681.23438
510.6400001,24693.4375
520.6400001000001,24732.17773
530.6700001,24674.58789
540.6700001,24608.63086
550.6900001,24756.59375
560.7,24711.11328
570.72,24696.71289
580.74,24682.32031
590.75,24734.38867
600.77,24666.85742
610.77,24739.94141
620.79,24749.92969
630.8099999,24731.07422
640.8299999,24703.36523
650.8500001,24696.71289
660.8600001,24706.72852
670.8900001000001,24701.17578
680.9000001,24748.82031
690.9000001,24723.32031
700.9100001,24665.77344
710.9100001,24708.91797
720.9300001,24688.9707
730.95,24732.17773
740.99,24676.75977
750.98,24708.91797
761.0,24692.24609
771.01,24626.14258
781.04,24682.32031
791.03,24735.49609
801.03,24718.86719
811.05,24683.41016
821.0799999,24686.79297
831.0799999,24673.50195
841.0900002000001,24714.41016
851.1000001,24751.04297
861.1100001,24741.04883
871.1200001,24776.64258
881.1300001,24739.94141
891.1400001000001,24734.38867
901.1600001,24659.13086
911.1700001,24672.41797
921.1800001,24676.89062
931.1900001,24655.89648
941.21,24690.0625
951.21,24741.04883
961.24,24674.58789
971.25,24673.50195
981.27,24711.11328
991.28,24707.75
1001.3,24727.72852
1011.31,24703.36523
1021.33,24734.38867
1031.33,24749.92969
1041.35,24703.36523
1051.36,24698.90039
1061.38,24757.70898
1071.4,24722.17188
1081.41,24695.62109
1091.44,24782.19336
1101.45,24711.11328
1111.47,24757.70898
1121.49,24752.15625
1131.51,24741.04883
1141.53,24779.94922
1151.55,24708.84766
1161.56,24677.84375
1171.58,24717.76562
1181.6,24704.45898
1191.61,24632.55859
1201.63,24711.11328
