t,r
0.0,19979.09961
10.00999999,19963.49219
20.02999997,20004.33789
30.05000019,20024.52148
40.06000018,19989.00195
50.06000018,19988.07422
60.07000017,20024.82422
70.08000016,20014.57617
80.09000015,19999.52734
90.09000015,20040.51172
100.10000009999999,19987.76367
110.1200001,20044.76172
120.1400001,19978.16797
130.1500001,20009.45703
140.1600001,19983.27539
150.1600001,20024.82422
160.1800001,20065.92188
170.1900001,20066.5
180.2,20029.05469
190.22,20055.04688
200.22,20003.11719
210.22,20035.08398
220.25,20071.35742
230.26,20013.97266
240.26,20081.08984
250.26,20029.65234
260.27,20066.21094
270.29,20023.92188
280.29,20018.49023
290.29,20049.60742
300.3100002,20075.35742
310.3100002,20085.96484
320.3200002,20090.83984
330.3300002,20160.61328
340.3500001,20045.35156
350.3700001,20075.64844
360.3900001,20043.875
370.4100001,20097.13672
380.43000010000003,20085.96484
390.4400001,20065.34375
400.47,20054.75195
410.47,20043.57812
420.49,20096.29102
430.49,20091.12695
440.51,20095.72266
450.52,20055.63086
460.52,20050.7832
470.54,20085.96484
480.55000020000006,20077.08594
490.56000020000005,20045.64453
500.56000020000005,20096.85547
510.56000020000005,20075.35742
520.5700002,20034.48828
530.5800002000001,20055.33789
540.6000001,20016.97852
550.6300001,19948.21875
560.6400001000001,19998.91602
570.6600001,20034.18945
580.6600001,20013.36328
590.6700001,20054.75195
600.7,20014.27148
610.71,20019.99805
620.71,19982.96484
630.74,20014.27148
640.74,20023.62109
650.76,19998.61328
660.76,20050.19531
670.79,19992.87891
680.8000002,19998.61328
690.8100002,20044.16797
700.8100002,20008.84961
710.8200002,19988.69141
720.8400002000001,20024.82422
730.8500001,20029.65234
740.8700001,19978.47656
750.8900001000001,20029.65234
760.9200001,20086.81641
770.9300001,20017.58789
780.9400001,19977.23242
790.97,20039.625
800.97,20019.39648
811.0,20009.15039
821.01,20023.32227
831.03,20107.4668
841.0500002,20039.32617
851.0600002,20051.37305
861.0700002,20075.93359
871.0800002000001,20039.32617
881.1100001,20070.49414
891.1200001,20050.49219
901.1400001000001,20034.7832
911.1600001,20019.69922
921.1700001,19992.87891
931.1800001,19983.27539
941.2,20056.21484
951.2,19958.71289
961.21,19927.56445
971.23,19922.16602
981.24,20065.04883
991.26,20050.19531
1001.27,19986.83984
1011.29,19957.76758
1021.29,20025.12305
1031.3,19916.10938
1041.3,19887.01953
1051.32,19907.60156
1061.35,20035.67773
1071.37,20034.7832
1081.39,19977.54297
1091.39,20024.52148
1101.4,19926.91797
1111.42,19907.26953
1121.45,20013.97266
1131.47,20060.77539
1141.48,20009.75781
1151.5,19967.64648
1161.49,19936.44141
1171.5,19947.25977
1181.52,20013.36328
1191.52,19952.67188
1201.54,19986.83984
1211.56,19916.76172
1221.57,19922.16602
1231.59,19982.0293
1241.61,20024.52148
1251.63,20034.48828
1261.63,19907.26953
1271.64,19963.80664
1281.66,19982.34375
1291.68,20060.48242
1301.68,19982.96484
1311.7,19962.23047
1321.72,19987.45508
1331.73,20003.42188
1341.74,19978.16797
1351.74,19983.89453
1361.76,20029.95117
1371.78,19978.16797
1381.79,20017.88672
1391.8,19972.125
1401.81,20045.64453
1411.83,20023.92188
1421.85,20023.92188
1431.86,19926.26953
1441.87,19915.45703
1451.87,20008.84961
1461.89,20024.52148
1471.9,20051.37305
1481.91,20010.36719
1491.93,19993.49609
1501.97,19998.61328
1511.99,19987.76367
1522.0,19961.59961
1532.01,19958.39844
1542.03,20049.9043
1552.05,19983.58203
1562.06,19952.67188
1572.07,20009.15039
1582.09,19997.69141
1592.11,19956.18359
1602.14,20019.69922
1612.15,19988.07422
1622.18,20029.95117
1632.19,20060.77539
1642.21,20033.29297
1652.22,20023.62109
1662.25,19978.16797
1672.26,19972.43555
1682.26,19978.47656
1692.28,19982.96484
1702.29,19977.85547
1712.31,20008.84961
1722.32,19973.06445
1732.31,20018.79297
1742.32,19999.22461
1752.33,19957.76758
1762.35,19942.49414
1772.36,19989.00195
1782.37,20008.23828
1792.4,20030.84766
1802.41,20008.84961
1812.43,19891.08203
1822.45,20018.19141
1832.45,19947.25977
1842.47,19972.125
1852.47,19967.33203
1862.48,19947.89844
1872.49,20029.65234
1882.51,20008.84961
1892.54,19957.76758
1902.57,20019.99805
1912.59,20017.58789
1922.61,19986.83984
1932.61,20029.05469
1942.61,20013.97266
1952.64,19998.91602
1962.64,20009.15039
1972.66,20029.35547
1982.67,19988.07422
1992.69,20003.42188
2002.7,20028.75391
2012.7,20003.72852
2022.71,20024.82422
2032.74,19931.67578
2042.74,19891.74805
2052.75,19911.68555
2062.76,20008.54297
2072.78,19977.85547
2082.79,19992.57227
2092.8,20018.79297
2102.81,20024.52148
2112.82,20003.11719
2122.84,20034.18945
2132.86,19972.43555
2142.87,19933.61133
2152.88,19958.08008
2162.89,20019.09766
2172.91,19897.13867
2182.92,19982.96484
2192.92,19998.91602
2202.94,20034.18945
2212.95,19978.47656
2222.96,19952.98828
2232.96,20045.64453
2242.97,20059.31641
2252.98,20012.75586
2263.0,19983.58203
2273.02,20012.45703
2283.03,19987.14453
2293.05,19895.81836
2303.07,20024.52148
2313.08,20013.36328
2323.09,19976.60938
2333.1,19947.58203
2343.11,20049.60742
2353.12,20081.08984
2363.14,19969.21484
2373.15,19936.76172
2383.17,19937.4082
2393.18,19987.45508
2403.2,20029.65234
2413.21,19998.91602
2423.23,19963.17578
2433.23,20023.62109
2443.24,19973.68945
2453.26,20029.05469
2463.25,19897.13867
2473.27,19998.30273
2483.28,20030.25
2493.28,19983.58203
2503.28,20008.54297
2513.29,19932.9668
2523.31,19972.43555
2533.31,20004.94727
2543.32,20010.0625
2553.34,20024.22461
2563.34,19972.125
2573.36,20002.81055
2583.37,19861.42773
2593.38,19987.76367
2603.4,19989.00195
2613.41,20014.27148
2623.43,20029.95117
2633.43,20008.54297
2643.44,19962.54688
2653.45,19933.93359
2663.45,19988.38672
