t,r
0.0,6329.832031
10.01000023,6331.725098
20.02000022,6336.467772999999
30.040000199999998,6337.023926
40.0400002,6335.319336
50.05000019,6336.282715
60.07000017,6328.820801
70.09000015,6330.206543
80.10000014,6331.031738000001
90.13000011,6332.789062
100.1400001,6332.603515999999
110.1500001,6336.974609000001
120.16000009999999,6329.513672
130.17000009999998,6335.961426
140.1900001,6332.603515999999
150.1900001,6330.206543
160.22,6331.404785
170.23,6330.711914
180.23,6330.711914
190.25,6337.023926
200.26000019999998,6328.184082
210.2800002,6331.031738000001
220.3100002,6333.935547
230.32000019999998,6334.762695
240.32000019999998,6330.206543
250.33000019999997,6330.02002
260.36000010000004,6330.206055
270.3700001,6329.513672
280.3900001,6333.749022999999
290.3900001,6334.762695
300.4100001,6335.08252
310.42000010000004,6334.069336
320.45,6329.701172
330.47,6330.338867
340.49,6333.243652
350.5100002,6331.218261999999
360.52000019999997,6332.736816
370.52000019999997,6336.603515999999
380.53000019999996,6339.37207
390.53000019999996,6338.358886999999
400.5600002,6327.809082
410.5800002,6328.632812
420.5900002,6332.736816
430.6200001,6326.610352000001
440.6400001,6326.29248
450.6500001,6326.927734000001
460.6600001,6330.525390999999
470.67000010000004,6334.762695
480.67000010000004,6327.491211
490.6900001,6326.47998
500.71,6327.678223
510.72,6333.935547
520.73,6334.762207
530.75,6333.429199
540.7700002,6328.820312
550.7800002,6329.832031
560.8000002,6329.832031
570.8100002,6326.104492
580.8200002,6331.857422
590.8300002000001,6332.230957
600.8500001,6333.935547
610.8600001,6329.887695
620.8800001,6327.302734000001
630.8900001000001,6330.206543
640.9100001,6337.15918
650.9100001,6332.230957
660.9100001,6330.525879
670.9300001,6330.844727000001
680.9200001,6333.883301
690.9400001,6333.057129
700.96,6336.09668
710.97,6335.590332
720.98,6332.36377
731.0,6342.091797
741.0200002,6334.069336
751.0200002,6335.640625
761.0500002,6332.36377
771.0700002,6339.002441
781.0700002,6335.775390999999
791.0900002000001,6337.988281
801.1000001,6333.057129
811.1100001,6339.325195
821.1100001,6335.911133
831.1300001,6335.911621
841.1500001,6339.693848
851.1400001000001,6331.484375
861.1600001,6343.246094
871.1800001,6331.163574
881.1800001,6334.57666
891.1900001,6341.21582
901.22,6335.775390999999
911.24,6333.19043
921.2600002,6335.404785
931.2700002,6335.032715
941.2800002,6335.911621
951.3000002,6337.619140999999
961.3200002,6332.550293
971.3300002000001,6334.069336
981.3500001,6338.633301
991.3600001,6343.0625
1001.36,6342.73877
1011.37,6342.554688
1021.39,6336.603515999999
1031.41,6336.604004
1041.43,6334.018066
1051.45,6331.483397999999
1061.48,6335.404785
1071.49,6334.57666
1081.5,6337.433105
1091.52,6340.34082
1101.53,6336.467772999999
1111.54,6337.296386999999
1121.55,6338.817871
1131.56,6338.125488000001
1141.57,6334.57666
1151.6,6336.467772999999
1161.62,6340.523438
1171.64,6341.584961
1181.65,6337.296386999999
1191.66,6334.069336
1201.68,6343.018066
1211.68,6335.775390999999
1221.69,6339.139647999999
1231.71,6344.585938
1241.72,6338.125977000001
1251.72,6332.869629
1261.75,6338.494629
1271.77,6336.09668
1281.78,6340.847168
1291.78,6334.20459
1301.8,6340.893066
1311.82,6336.418945
1321.83,6338.125488000001
1331.84,6338.818359000001
1341.85,6346.802734000001
1351.86,6343.24707
1361.87,6342.554688
1371.89,6335.269043
1381.9,6341.170897999999
1391.92,6345.785645
1401.93,6337.988281
1411.95,6338.495117
1421.96,6341.494140999999
1431.98,6342.186522999999
1441.97,6339.785645
1451.99,6344.262695
1462.0,6349.304199
1472.02,6345.09375
1482.02,6345.418457
1492.04,6340.155272999999
1502.04,6345.418945
1512.05,6343.850098
1522.06,6347.310059
1532.06,6336.097656
1542.08,6342.186522999999
1552.1,6343.246094
1562.11,6339.83252
1572.12,6341.862793
1582.14,6347.310059
1592.14,6343.202147999999
1602.16,6343.570312
1612.18,6344.910645
1622.2,6338.447754
1632.21,6341.30957
1642.22,6343.0625
1652.22,6344.910645
1662.25,6340.616699
1672.25,6342.553711
1682.27,6344.910645
1692.28,6336.876465
1702.3,6344.726562
1712.31,6344.03418
1722.31,6343.387207
1732.34,6343.387207
1742.35,6340.478515999999
1752.36,6335.910156
1762.38,6335.218261999999
1772.4,6340.108397999999
1782.42,6344.219238000001
1792.42,6344.03418
1802.44,6338.955078
1812.45,6343.341797
1822.47,6340.98584
1832.47,6340.801758
1842.48,6336.418945
1852.47,6338.584961
1862.49,6343.202147999999
1872.49,6343.710449
1882.5,6338.262695
1892.51,6339.970215
1902.52,6343.525390999999
1912.54,6342.371094
1922.54,6340.478515999999
1932.56,6339.462890999999
1942.56,6336.418457
1952.56,6339.462402
1962.58,6343.062011999999
1972.61,6345.927734000001
1982.61,6337.569824
1992.63,6341.862793
2002.64,6341.35498
2012.66,6340.340332
2022.67,6338.77002
2032.69,6343.570312
2042.7,6344.910645
2052.72,6337.803223
2062.73,6342.922363000001
2072.74,6342.553711
2082.76,6340.524414
2092.79,6340.847168
2102.78,6341.170897999999
2112.8,6344.077636999999
2122.79,6341.30957
2132.81,6338.818359000001
2142.83,6341.539062
2152.86,6338.818359000001
2162.87,6336.925781
2172.9,6337.618652
2182.91,6339.970215
2192.91,6344.952636999999
2202.92,6340.01709
2212.94,6346.985352000001
2222.97,6341.678223
2232.99,6336.925781
2242.99,6343.38623
